# tracer: function_graph
#
# CPU  DURATION                  FUNCTION CALLS
# |     |   |                     |   |   |   |
 2)   1.391 us    |  mutex_unlock();
 3)   0.489 us    |    mutex_lock();
 0)   6.408 us    |  }
 1)   1.266 us    |          mutex_spin_on_owner();
 3)               |  /* mutex_start */
 3)   0.447 us    |    mutex_unlock();
 3)   3.372 us    |  }
 1)   4.311 us    |        }
 0)               |  do_syscall_64() {
 1)   5.088 us    |      }
 0)               |    mutex_lock() {
 1)   6.000 us    |    }
 0)               |      __mutex_lock_slowpath() {
 1)               |  /* mutex_stop */
 0)               |        __mutex_lock.isra.0() {
 3)               |  do_syscall_64() {
 1)   0.462 us    |    mutex_unlock();
 0)   0.462 us    |          mutex_spin_on_owner();
 3)   0.489 us    |    mutex_lock();
 1)   8.937 us    |  }
 0)   1.605 us    |          mutex_spin_on_owner();
 3)               |  /* mutex_stop */
 3)   0.435 us    |    mutex_unlock();
 1)               |  do_syscall_64() {
 0)   3.612 us    |        }
 1)               |    mutex_lock() {
 3)   3.449 us    |  }
 0)   4.398 us    |      }
 1)               |      __mutex_lock_slowpath() {
 0)   5.199 us    |    }
 1)               |        __mutex_lock.isra.0() {
 0)               |  /* mutex_stop */
 1)   0.945 us    |          mutex_spin_on_owner();
 3)               |  do_syscall_64() {
 0)   0.441 us    |    mutex_unlock();
 3)               |    mutex_lock() {
 0)   8.082 us    |  }
 1)   2.088 us    |        }
 3)               |      __mutex_lock_slowpath() {
 1)   2.862 us    |      }
 3)               |        __mutex_lock.isra.0() {
 1)   3.756 us    |    }
 3)   1.428 us    |          mutex_spin_on_owner();
 1)               |  /* mutex_start */
 0)               |  do_syscall_64() {
 1)   0.438 us    |    mutex_unlock();
 0)   0.489 us    |    mutex_lock();
 1)   6.680 us    |  }
 3)   1.716 us    |          mutex_spin_on_owner();
 0)               |  /* mutex_start */
 0)   0.435 us    |    mutex_unlock();
 1)               |  do_syscall_64() {
 0)   3.702 us    |  }
 3)   4.656 us    |        }
 1)               |    mutex_lock() {
 3)   5.442 us    |      }
 1)               |      __mutex_lock_slowpath() {
 3)   6.360 us    |    }
 1)               |        __mutex_lock.isra.0() {
 3)               |  /* mutex_start */
 1)   0.900 us    |          mutex_spin_on_owner();
 0)               |  do_syscall_64() {
 3)   0.459 us    |    mutex_unlock();
 0)   0.489 us    |    mutex_lock();
 3)   9.420 us    |  }
 1)   1.518 us    |          mutex_spin_on_owner();
 0)               |  /* mutex_stop */
 0)   0.438 us    |    mutex_unlock();
 3)               |  do_syscall_64() {
 0)   3.363 us    |  }
 1)   3.954 us    |        }
 1)   4.737 us    |      }
 3)               |    mutex_lock() {
 1)   5.541 us    |    }
 3)               |      __mutex_lock_slowpath() {
 3)               |        __mutex_lock.isra.0() {
 1)               |  /* mutex_stop */
 0)               |  do_syscall_64() {
 3)   0.657 us    |          mutex_spin_on_owner();
 1)   0.453 us    |    mutex_unlock();
 0)   0.444 us    |    mutex_lock();
 1)   8.517 us    |  }
 3)   1.356 us    |          mutex_spin_on_owner();
 0)               |  /* mutex_start */
 0)   0.435 us    |    mutex_unlock();
 1)               |  do_syscall_64() {
 0)   3.309 us    |  }
 3)   3.534 us    |        }
 3)   4.314 us    |      }
 1)               |    mutex_lock() {
 3)   5.118 us    |    }
 1)               |      __mutex_lock_slowpath() {
 1)               |        __mutex_lock.isra.0() {
 3)               |  /* mutex_stop */
 0)               |  do_syscall_64() {
 1)   0.666 us    |          mutex_spin_on_owner();
 3)   0.477 us    |    mutex_unlock();
 0)   0.453 us    |    mutex_lock();
 3)   8.094 us    |  }
 1)   1.614 us    |          mutex_spin_on_owner();
 0)               |  /* mutex_stop */
 0)   0.438 us    |    mutex_unlock();
 3)               |  do_syscall_64() {
 0)   3.423 us    |  }
 1)   3.888 us    |        }
 3)               |    mutex_lock() {
 1)   4.674 us    |      }
 3)               |      __mutex_lock_slowpath() {
 1)   5.481 us    |    }
 3)               |        __mutex_lock.isra.0() {
 1)               |  /* mutex_start */
 0)               |  do_syscall_64() {
 3)   1.002 us    |          mutex_spin_on_owner();
 1)   0.435 us    |    mutex_unlock();
 0)   0.441 us    |    mutex_lock();
 1)   8.496 us    |  }
 3)   1.341 us    |          mutex_spin_on_owner();
 0)               |  /* mutex_start */
 0)   0.447 us    |    mutex_unlock();
 0)   3.417 us    |  }
 1)               |  do_syscall_64() {
 3)   3.863 us    |        }
 3)   4.649 us    |      }
 1)               |    mutex_lock() {
 3)   5.450 us    |    }
 1)               |      __mutex_lock_slowpath() {
 3)               |  /* mutex_start */
 1)               |        __mutex_lock.isra.0() {
 0)               |  do_syscall_64() {
 3)   0.465 us    |    mutex_unlock();
 1)   0.468 us    |          mutex_spin_on_owner();
 0)               |    mutex_lock() {
 3)   8.381 us    |  }
 1)   1.581 us    |        }
 0)               |      __mutex_lock_slowpath() {
 1)   2.358 us    |      }
 0)               |        __mutex_lock.isra.0() {
 1)   3.162 us    |    }
 0)   1.452 us    |          mutex_spin_on_owner();
 1)               |  /* mutex_stop */
 3)               |  do_syscall_64() {
 1)   0.435 us    |    mutex_unlock();
 3)   0.489 us    |    mutex_lock();
 0)   1.575 us    |          mutex_spin_on_owner();
 1)   6.257 us    |  }
 3)               |  /* mutex_stop */
 3)   0.435 us    |    mutex_unlock();
 1)               |  do_syscall_64() {
 3)   3.432 us    |  }
 0)   4.530 us    |        }
 0)   5.313 us    |      }
 1)               |    mutex_lock() {
 0)   6.216 us    |    }
 1)               |      __mutex_lock_slowpath() {
 1)               |        __mutex_lock.isra.0() {
 0)               |  /* mutex_stop */
 3)               |  do_syscall_64() {
 1)   0.690 us    |          mutex_spin_on_owner();
 0)   0.453 us    |    mutex_unlock();
 3)   0.486 us    |    mutex_lock();
 0)   9.270 us    |  }
 1)   1.449 us    |          mutex_spin_on_owner();
 3)               |  /* mutex_start */
 3)   0.438 us    |    mutex_unlock();
 0)               |  do_syscall_64() {
 3)   3.450 us    |  }
 1)   3.669 us    |        }
 0)               |    mutex_lock() {
 1)   4.449 us    |      }
 1)   5.250 us    |    }
 0)               |      __mutex_lock_slowpath() {
 0)               |        __mutex_lock.isra.0() {
 1)               |  /* mutex_start */
 3)               |  do_syscall_64() {
 0)   0.768 us    |          mutex_spin_on_owner();
 1)   0.450 us    |    mutex_unlock();
 3)   0.441 us    |    mutex_lock();
 1)   8.271 us    |  }
 0)   1.446 us    |          mutex_spin_on_owner();
 3)               |  /* mutex_stop */
 3)   0.435 us    |    mutex_unlock();
 1)               |  do_syscall_64() {
 3)   3.300 us    |  }
 0)   3.723 us    |        }
 0)   4.499 us    |      }
 1)               |    mutex_lock() {
 0)   5.339 us    |    }
 1)               |      __mutex_lock_slowpath() {
 0)               |  /* mutex_start */
 1)               |        __mutex_lock.isra.0() {
 3)               |  do_syscall_64() {
 0)   0.450 us    |    mutex_unlock();
 1)   0.489 us    |          mutex_spin_on_owner();
 3)   0.441 us    |    mutex_lock();
 0)   8.219 us    |  }
 1)   1.335 us    |          mutex_spin_on_owner();
 3)               |  /* mutex_start */
 3)   0.438 us    |    mutex_unlock();
 0)               |  do_syscall_64() {
 3)   3.321 us    |  }
 1)   3.435 us    |        }
 1)   4.212 us    |      }
 0)               |    mutex_lock() {
 1)   5.016 us    |    }
 0)               |      __mutex_lock_slowpath() {
 1)               |  /* mutex_stop */
 0)               |        __mutex_lock.isra.0() {
 3)               |  do_syscall_64() {
 1)   0.489 us    |    mutex_unlock();
 0)   0.504 us    |          mutex_spin_on_owner();
 3)   0.438 us    |    mutex_lock();
 1)   7.950 us    |  }
 0)   1.611 us    |          mutex_spin_on_owner();
 3)               |  /* mutex_stop */
 3)   0.438 us    |    mutex_unlock();
 1)               |  do_syscall_64() {
 3)   3.495 us    |  }
 0)   3.870 us    |        }
 1)               |    mutex_lock() {
 0)   4.656 us    |      }
 1)               |      __mutex_lock_slowpath() {
 0)   5.451 us    |    }
 1)               |        __mutex_lock.isra.0() {
 0)               |  /* mutex_stop */
 1)   1.086 us    |          mutex_spin_on_owner();
 3)               |  do_syscall_64() {
 0)   0.441 us    |    mutex_unlock();
 3)   0.444 us    |    mutex_lock();
 0)   8.481 us    |  }
 1)   1.329 us    |          mutex_spin_on_owner();
 3)               |  /* mutex_start */
 3)   0.444 us    |    mutex_unlock();
 0)               |  do_syscall_64() {
 3)   3.435 us    |  }
 1)   3.951 us    |        }
 1)   4.731 us    |      }
 0)               |    mutex_lock() {
 1)   5.588 us    |    }
 0)               |      __mutex_lock_slowpath() {
 1)               |  /* mutex_start */
 0)               |        __mutex_lock.isra.0() {
 3)               |  do_syscall_64() {
 0)   0.630 us    |          mutex_spin_on_owner();
 1)   0.489 us    |    mutex_unlock();
 3)   0.441 us    |    mutex_lock();
 1)   8.549 us    |  }
 0)   1.518 us    |          mutex_spin_on_owner();
 3)               |  /* mutex_stop */
 3)   0.447 us    |    mutex_unlock();
 1)               |  do_syscall_64() {
 3)   3.408 us    |  }
 0)   3.738 us    |        }
 1)               |    mutex_lock() {
 0)   4.527 us    |      }
 1)               |      __mutex_lock_slowpath() {
 0)   5.340 us    |    }
 1)               |        __mutex_lock.isra.0() {
 0)               |  /* mutex_start */
 3)               |  do_syscall_64() {
 1)   0.777 us    |          mutex_spin_on_owner();
 0)   0.447 us    |    mutex_unlock();
 3)   0.444 us    |    mutex_lock();
 0)   8.319 us    |  }
 1)   1.326 us    |          mutex_spin_on_owner();
 3)               |  /* mutex_start */
 3)   0.435 us    |    mutex_unlock();
 3)   3.321 us    |  }
 0)               |  do_syscall_64() {
 1)   3.621 us    |        }
 1)   4.410 us    |      }
 0)               |    mutex_lock() {
 1)   5.214 us    |    }
 0)               |      __mutex_lock_slowpath() {
 1)               |  /* mutex_stop */
 0)               |        __mutex_lock.isra.0() {
 3)               |  do_syscall_64() {
 1)   0.444 us    |    mutex_unlock();
 0)   0.480 us    |          mutex_spin_on_owner();
 3)   0.471 us    |    mutex_lock();
 1)   8.214 us    |  }
 0)   1.530 us    |          mutex_spin_on_owner();
 3)               |  /* mutex_stop */
 3)   0.435 us    |    mutex_unlock();
 1)               |  do_syscall_64() {
 3)   3.426 us    |  }
 0)   3.627 us    |        }
 1)               |    mutex_lock() {
 0)   4.407 us    |      }
 1)               |      __mutex_lock_slowpath() {
 0)   5.211 us    |    }
 1)               |        __mutex_lock.isra.0() {
 0)               |  /* mutex_stop */
 3)               |  do_syscall_64() {
 1)   0.825 us    |          mutex_spin_on_owner();
 0)   0.441 us    |    mutex_unlock();
 3)   0.444 us    |    mutex_lock();
 0)   8.091 us    |  }
 1)   1.497 us    |          mutex_spin_on_owner();
 3)               |  /* mutex_start */
 3)   0.435 us    |    mutex_unlock();
 0)               |  do_syscall_64() {
 1)   3.789 us    |        }
 3)   3.576 us    |  }
 0)               |    mutex_lock() {
 1)   4.569 us    |      }
 1)   5.373 us    |    }
 0)               |      __mutex_lock_slowpath() {
 0)               |        __mutex_lock.isra.0() {
 1)               |  /* mutex_start */
 0)   0.771 us    |          mutex_spin_on_owner();
 3)               |  do_syscall_64() {
 1)   0.450 us    |    mutex_unlock();
 3)               |    mutex_lock() {
 1)   8.373 us    |  }
 3)               |      __mutex_lock_slowpath() {
 0)   1.827 us    |        }
 3)               |        __mutex_lock.isra.0() {
 0)   2.949 us    |      }
 3)   2.025 us    |          mutex_spin_on_owner();
 0)   3.789 us    |    }
 0)               |  /* mutex_start */
 1)               |  do_syscall_64() {
 1)               |    mutex_lock() {
 0)   0.504 us    |    mutex_unlock();
 1)               |      __mutex_lock_slowpath() {
 1)               |        __mutex_lock.isra.0() {
 0)   6.981 us    |  }
 3)   3.023 us    |        }
 1)   2.193 us    |          mutex_spin_on_owner();
 3)   3.797 us    |      }
 3)   4.703 us    |    }
 3)               |  /* mutex_stop */
 0)               |  do_syscall_64() {
 3)   0.474 us    |    mutex_unlock();
 0)   0.486 us    |    mutex_lock();
 3)   7.676 us    |  }
 1)   1.512 us    |          mutex_spin_on_owner();
 0)               |  /* mutex_stop */
 0)   0.435 us    |    mutex_unlock();
 3)               |  do_syscall_64() {
 0)   3.363 us    |  }
 1)   5.217 us    |        }
 3)               |    mutex_lock() {
 1)   6.009 us    |      }
 3)               |      __mutex_lock_slowpath() {
 1)   6.852 us    |    }
 3)               |        __mutex_lock.isra.0() {
 1)               |  /* mutex_stop */
 0)               |  do_syscall_64() {
 3)   0.744 us    |          mutex_spin_on_owner();
 1)   0.438 us    |    mutex_unlock();
 0)   0.489 us    |    mutex_lock();
 1)   9.792 us    |  }
 3)   1.479 us    |          mutex_spin_on_owner();
 0)               |  /* mutex_start */
 0)   0.438 us    |    mutex_unlock();
 1)               |  do_syscall_64() {
 0)   3.348 us    |  }
 3)   3.750 us    |        }
 1)               |    mutex_lock() {
 3)   4.530 us    |      }
 1)               |      __mutex_lock_slowpath() {
 3)   5.370 us    |    }
 1)               |        __mutex_lock.isra.0() {
 3)               |  /* mutex_start */
 0)               |  do_syscall_64() {
 1)   0.804 us    |          mutex_spin_on_owner();
 3)   0.450 us    |    mutex_unlock();
 0)   0.444 us    |    mutex_lock();
 3)   8.352 us    |  }
 1)   1.509 us    |          mutex_spin_on_owner();
 0)               |  /* mutex_stop */
 0)   0.441 us    |    mutex_unlock();
 3)               |  do_syscall_64() {
 0)   3.378 us    |  }
 1)   3.840 us    |        }
 1)   4.623 us    |      }
 3)               |    mutex_lock() {
 1)   5.421 us    |    }
 3)               |      __mutex_lock_slowpath() {
 3)               |        __mutex_lock.isra.0() {
 1)               |  /* mutex_start */
 0)               |  do_syscall_64() {
 3)   0.558 us    |          mutex_spin_on_owner();
 1)   0.447 us    |    mutex_unlock();
 0)   0.468 us    |    mutex_lock();
 1)   8.307 us    |  }
 3)   1.599 us    |          mutex_spin_on_owner();
 0)               |  /* mutex_start */
 0)   0.441 us    |    mutex_unlock();
 1)               |  do_syscall_64() {
 0)   3.534 us    |  }
 3)   3.756 us    |        }
 1)               |    mutex_lock() {
 3)   4.542 us    |      }
 1)               |      __mutex_lock_slowpath() {
 3)   5.346 us    |    }
 1)               |        __mutex_lock.isra.0() {
 3)               |  /* mutex_stop */
 1)   0.732 us    |          mutex_spin_on_owner();
 0)               |  do_syscall_64() {
 3)   0.468 us    |    mutex_unlock();
 0)               |    mutex_lock() {
 3)   8.247 us    |  }
 1)   1.863 us    |        }
 0)               |      __mutex_lock_slowpath() {
 0)               |        __mutex_lock.isra.0() {
 1)   2.643 us    |      }
 0)   1.839 us    |          mutex_spin_on_owner();
 1)   3.660 us    |    }
 3)               |  do_syscall_64() {
 1)               |  /* mutex_stop */
 3)               |    mutex_lock() {
 1)   0.464 us    |    mutex_unlock();
 3)               |      __mutex_lock_slowpath() {
 3)               |        __mutex_lock.isra.0() {
 1)   6.746 us    |  }
 0)   2.868 us    |        }
 3)   2.058 us    |          mutex_spin_on_owner();
 0)   3.648 us    |      }
 0)   4.575 us    |    }
 0)               |  /* mutex_stop */
 1)               |  do_syscall_64() {
 0)   0.432 us    |    mutex_unlock();
 1)   0.489 us    |    mutex_lock();
 0)   7.494 us    |  }
 3)   1.584 us    |          mutex_spin_on_owner();
 1)               |  /* mutex_start */
 1)   0.432 us    |    mutex_unlock();
 0)               |  do_syscall_64() {
 1)   3.447 us    |  }
 3)   5.139 us    |        }
 0)               |    mutex_lock() {
 3)   5.922 us    |      }
 0)               |      __mutex_lock_slowpath() {
 3)   6.761 us    |    }
 0)               |        __mutex_lock.isra.0() {
 3)               |  /* mutex_start */
 0)   0.729 us    |          mutex_spin_on_owner();
 1)               |  do_syscall_64() {
 3)   0.447 us    |    mutex_unlock();
 1)               |    mutex_lock() {
 3)   9.671 us    |  }
 0)   1.785 us    |        }
 1)               |      __mutex_lock_slowpath() {
 0)   2.568 us    |      }
 1)               |        __mutex_lock.isra.0() {
 0)   3.405 us    |    }
 1)   1.407 us    |          mutex_spin_on_owner();
 0)               |  /* mutex_start */
 3)               |  do_syscall_64() {
 0)   0.435 us    |    mutex_unlock();
 3)               |    mutex_lock() {
 0)   6.300 us    |  }
 1)   2.391 us    |        }
 3)               |      __mutex_lock_slowpath() {
 1)   3.165 us    |      }
 3)               |        __mutex_lock.isra.0() {
 1)   4.023 us    |    }
 3)   1.455 us    |          mutex_spin_on_owner();
 1)               |  /* mutex_stop */
 0)               |  do_syscall_64() {
 1)   0.465 us    |    mutex_unlock();
 0)               |    mutex_lock() {
 1)   6.984 us    |  }
 0)               |      __mutex_lock_slowpath() {
 3)   2.520 us    |        }
 3)   3.297 us    |      }
 0)               |        __mutex_lock.isra.0() {
 3)   4.152 us    |    }
 0)   1.560 us    |          mutex_spin_on_owner();
 3)               |  /* mutex_stop */
 1)               |  do_syscall_64() {
 3)   0.438 us    |    mutex_unlock();
 1)   0.489 us    |    mutex_lock();
 3)   7.155 us    |  }
 0)   1.329 us    |          mutex_spin_on_owner();
 1)               |  /* mutex_start */
 1)   0.435 us    |    mutex_unlock();
 3)               |  do_syscall_64() {
 1)   3.354 us    |  }
 0)   4.389 us    |        }
 0)   5.163 us    |      }
 3)               |    mutex_lock() {
 0)   6.023 us    |    }
 3)               |      __mutex_lock_slowpath() {
 3)               |        __mutex_lock.isra.0() {
 0)               |  /* mutex_stop */
 1)               |  do_syscall_64() {
 3)   0.645 us    |          mutex_spin_on_owner();
 0)   0.450 us    |    mutex_unlock();
 1)   0.504 us    |    mutex_lock();
 0)   9.059 us    |  }
 3)   1.656 us    |          mutex_spin_on_owner();
 1)               |  /* mutex_stop */
 1)   0.432 us    |    mutex_unlock();
 0)               |  do_syscall_64() {
 1)   3.456 us    |  }
 3)   3.837 us    |        }
 0)               |    mutex_lock() {
 3)   4.614 us    |      }
 0)               |      __mutex_lock_slowpath() {
 3)   5.421 us    |    }
 0)               |        __mutex_lock.isra.0() {
 3)               |  /* mutex_start */
 0)   0.936 us    |          mutex_spin_on_owner();
 1)               |  do_syscall_64() {
 3)   0.438 us    |    mutex_unlock();
 1)   0.486 us    |    mutex_lock();
 3)   8.370 us    |  }
 0)   1.476 us    |          mutex_spin_on_owner();
 1)               |  /* mutex_start */
 1)   0.432 us    |    mutex_unlock();
 3)               |  do_syscall_64() {
 1)   3.428 us    |  }
 0)   3.942 us    |        }
 0)   4.725 us    |      }
 3)               |    mutex_lock() {
 0)   5.529 us    |    }
 3)               |      __mutex_lock_slowpath() {
 0)               |  /* mutex_start */
 3)               |        __mutex_lock.isra.0() {
 1)               |  do_syscall_64() {
 3)   0.639 us    |          mutex_spin_on_owner();
 0)   0.474 us    |    mutex_unlock();
 1)   0.441 us    |    mutex_lock();
 0)   8.532 us    |  }
 3)   1.416 us    |          mutex_spin_on_owner();
 1)               |  /* mutex_stop */
 1)   0.435 us    |    mutex_unlock();
 0)               |  do_syscall_64() {
 1)   3.264 us    |  }
 3)   3.600 us    |        }
 3)   4.386 us    |      }
 0)               |    mutex_lock() {
 3)   5.193 us    |    }
 0)               |      __mutex_lock_slowpath() {
 3)               |  /* mutex_stop */
 0)               |        __mutex_lock.isra.0() {
 1)               |  do_syscall_64() {
 3)   0.444 us    |    mutex_unlock();
 0)   0.477 us    |          mutex_spin_on_owner();
 1)   0.441 us    |    mutex_lock();
 3)   8.061 us    |  }
 0)   1.362 us    |          mutex_spin_on_owner();
 1)               |  /* mutex_start */
 1)   0.438 us    |    mutex_unlock();
 3)               |  do_syscall_64() {
 1)   3.303 us    |  }
 0)   3.438 us    |        }
 3)               |    mutex_lock() {
 0)   4.218 us    |      }
 0)   5.025 us    |    }
 3)               |      __mutex_lock_slowpath() {
 3)               |        __mutex_lock.isra.0() {
 0)               |  /* mutex_stop */
 1)               |  do_syscall_64() {
 3)   0.690 us    |          mutex_spin_on_owner();
 0)   0.450 us    |    mutex_unlock();
 1)               |    mutex_lock() {
 0)   7.917 us    |  }
 3)   1.824 us    |        }
 1)               |      __mutex_lock_slowpath() {
 3)   2.607 us    |      }
 1)               |        __mutex_lock.isra.0() {
 3)   3.408 us    |    }
 1)   1.617 us    |          mutex_spin_on_owner();
 3)               |  /* mutex_start */
 0)               |  do_syscall_64() {
 3)   0.624 us    |    mutex_unlock();
 0)   0.492 us    |    mutex_lock();
 3)   6.465 us    |  }
 1)   1.203 us    |          mutex_spin_on_owner();
 0)               |  /* mutex_start */
 0)   0.444 us    |    mutex_unlock();
 1)   4.323 us    |        }
 3)               |  do_syscall_64() {
 0)   3.366 us    |  }
 1)   5.103 us    |      }
 1)   6.018 us    |    }
 3)               |    mutex_lock() {
 3)               |      __mutex_lock_slowpath() {
 1)               |  /* mutex_stop */
 3)               |        __mutex_lock.isra.0() {
 1)   0.471 us    |    mutex_unlock();
 0)               |  do_syscall_64() {
 3)   0.480 us    |          mutex_spin_on_owner();
 0)   0.486 us    |    mutex_lock();
 1)   9.012 us    |  }
 3)   1.668 us    |          mutex_spin_on_owner();
 0)               |  /* mutex_stop */
 0)   0.438 us    |    mutex_unlock();
 1)               |  do_syscall_64() {
 1)               |    mutex_lock() {
 0)   3.513 us    |  }
 3)   3.747 us    |        }
 1)               |      __mutex_lock_slowpath() {
 3)   4.530 us    |      }
 1)               |        __mutex_lock.isra.0() {
 3)   5.373 us    |    }
 3)               |  /* mutex_stop */
 1)   1.242 us    |          mutex_spin_on_owner();
 0)               |  do_syscall_64() {
 3)   0.438 us    |    mutex_unlock();
 0)   0.441 us    |    mutex_lock();
 3)   8.436 us    |  }
 1)   1.406 us    |          mutex_spin_on_owner();
 0)               |  /* mutex_start */
 0)   0.435 us    |    mutex_unlock();
 3)               |  do_syscall_64() {
 0)   3.426 us    |  }
 1)   4.199 us    |        }
 1)   4.979 us    |      }
 3)               |    mutex_lock() {
 1)   5.879 us    |    }
 3)               |      __mutex_lock_slowpath() {
 3)               |        __mutex_lock.isra.0() {
 1)               |  /* mutex_start */
 0)               |  do_syscall_64() {
 3)   0.693 us    |          mutex_spin_on_owner();
 1)   0.453 us    |    mutex_unlock();
 0)   0.444 us    |    mutex_lock();
 1)   8.840 us    |  }
 3)   1.461 us    |          mutex_spin_on_owner();
 0)               |  /* mutex_stop */
 0)   0.438 us    |    mutex_unlock();
 1)               |  do_syscall_64() {
 0)   3.312 us    |  }
 3)   3.705 us    |        }
 3)   4.488 us    |      }
 1)               |    mutex_lock() {
 3)   5.289 us    |    }
 1)               |      __mutex_lock_slowpath() {
 3)               |  /* mutex_start */
 1)               |        __mutex_lock.isra.0() {
 0)               |  do_syscall_64() {
 1)   0.624 us    |          mutex_spin_on_owner();
 3)   0.450 us    |    mutex_unlock();
 0)   0.447 us    |    mutex_lock();
 3)   8.277 us    |  }
 1)   1.317 us    |          mutex_spin_on_owner();
 0)               |  /* mutex_start */
 0)   0.438 us    |    mutex_unlock();
 0)   3.300 us    |  }
 3)               |  do_syscall_64() {
 1)   3.462 us    |        }
 1)   4.254 us    |      }
 3)               |    mutex_lock() {
 1)   5.061 us    |    }
 3)               |      __mutex_lock_slowpath() {
 1)               |  /* mutex_stop */
 3)               |        __mutex_lock.isra.0() {
 0)               |  do_syscall_64() {
 1)   0.459 us    |    mutex_unlock();
 3)   0.465 us    |          mutex_spin_on_owner();
 0)   0.441 us    |    mutex_lock();
 1)   7.905 us    |  }
 3)   1.605 us    |          mutex_spin_on_owner();
 0)               |  /* mutex_stop */
 0)   0.438 us    |    mutex_unlock();
 1)               |  do_syscall_64() {
 0)   3.413 us    |  }
 3)   3.648 us    |        }
 1)               |    mutex_lock() {
 3)   4.443 us    |      }
 1)               |      __mutex_lock_slowpath() {
 3)   5.244 us    |    }
 1)               |        __mutex_lock.isra.0() {
 3)               |  /* mutex_stop */
 1)   0.876 us    |          mutex_spin_on_owner();
 0)               |  do_syscall_64() {
 3)   0.438 us    |    mutex_unlock();
 0)   0.444 us    |    mutex_lock();
 3)   8.091 us    |  }
 1)   1.512 us    |          mutex_spin_on_owner();
 0)               |  /* mutex_start */
 0)   0.435 us    |    mutex_unlock();
 3)               |  do_syscall_64() {
 0)   3.396 us    |  }
 1)   3.909 us    |        }
 3)               |    mutex_lock() {
 1)   4.941 us    |      }
 3)               |      __mutex_lock_slowpath() {
 1)   5.745 us    |    }
 3)               |        __mutex_lock.isra.0() {
 1)               |  /* mutex_start */
 3)   1.140 us    |          mutex_spin_on_owner();
 0)               |  do_syscall_64() {
 1)   0.444 us    |    mutex_unlock();
 0)   0.444 us    |    mutex_lock();
 1)   8.874 us    |  }
 3)   1.224 us    |          mutex_spin_on_owner();
 0)               |  /* mutex_stop */
 0)   0.447 us    |    mutex_unlock();
 0)   3.381 us    |  }
 3)   3.885 us    |        }
 1)               |  do_syscall_64() {
 3)   4.662 us    |      }
 3)   5.466 us    |    }
 1)               |    mutex_lock() {
 1)               |      __mutex_lock_slowpath() {
 3)               |  /* mutex_start */
 0)               |  do_syscall_64() {
 1)               |        __mutex_lock.isra.0() {
 3)   0.465 us    |    mutex_unlock();
 1)   0.477 us    |          mutex_spin_on_owner();
 0)   0.441 us    |    mutex_lock();
 3)   8.339 us    |  }
 1)   1.236 us    |          mutex_spin_on_owner();
 0)               |  /* mutex_start */
 0)   0.447 us    |    mutex_unlock();
 3)               |  do_syscall_64() {
 0)   3.327 us    |  }
 1)   3.212 us    |        }
 1)   4.001 us    |      }
 3)               |    mutex_lock() {
 1)   4.802 us    |    }
 3)               |      __mutex_lock_slowpath() {
 1)               |  /* mutex_stop */
 3)               |        __mutex_lock.isra.0() {
 0)               |  do_syscall_64() {
 1)   0.459 us    |    mutex_unlock();
 3)   0.426 us    |          mutex_spin_on_owner();
 0)               |    mutex_lock() {
 1)   7.718 us    |  }
 3)   1.653 us    |        }
 0)               |      __mutex_lock_slowpath() {
 3)   2.433 us    |      }
 0)               |        __mutex_lock.isra.0() {
 3)   3.237 us    |    }
 0)   1.542 us    |          mutex_spin_on_owner();
 3)               |  /* mutex_stop */
 1)               |  do_syscall_64() {
 3)   0.438 us    |    mutex_unlock();
 1)   0.486 us    |    mutex_lock();
 3)   6.219 us    |  }
 0)   1.311 us    |          mutex_spin_on_owner();
 1)               |  /* mutex_start */
 1)   0.432 us    |    mutex_unlock();
 3)               |  do_syscall_64() {
 1)   3.354 us    |  }
 0)   4.353 us    |        }
 0)   5.133 us    |      }
 3)               |    mutex_lock() {
 0)   6.036 us    |    }
 3)               |      __mutex_lock_slowpath() {
 3)               |        __mutex_lock.isra.0() {
 0)               |  /* mutex_stop */
 1)               |  do_syscall_64() {
 3)   0.651 us    |          mutex_spin_on_owner();
 0)   0.447 us    |    mutex_unlock();
 1)   0.510 us    |    mutex_lock();
 0)   9.069 us    |  }
 3)   1.656 us    |          mutex_spin_on_owner();
 1)               |  /* mutex_stop */
 1)   0.432 us    |    mutex_unlock();
 0)               |  do_syscall_64() {
 1)   3.468 us    |  }
 3)   3.846 us    |        }
 0)               |    mutex_lock() {
 3)   4.641 us    |      }
 0)               |      __mutex_lock_slowpath() {
 3)   5.442 us    |    }
 0)               |        __mutex_lock.isra.0() {
 3)               |  /* mutex_start */
 1)               |  do_syscall_64() {
 0)   0.903 us    |          mutex_spin_on_owner();
 3)   0.441 us    |    mutex_unlock();
 1)   0.447 us    |    mutex_lock();
 3)   8.394 us    |  }
 0)   1.434 us    |          mutex_spin_on_owner();
 1)               |  /* mutex_start */
 1)   0.432 us    |    mutex_unlock();
 3)               |  do_syscall_64() {
 1)   3.396 us    |  }
 0)   3.876 us    |        }
 0)   4.656 us    |      }
 3)               |    mutex_lock() {
 0)   5.493 us    |    }
 3)               |      __mutex_lock_slowpath() {
 0)               |  /* mutex_start */
 3)               |        __mutex_lock.isra.0() {
 1)               |  do_syscall_64() {
 3)   0.600 us    |          mutex_spin_on_owner();
 0)   0.447 us    |    mutex_unlock();
 1)   0.444 us    |    mutex_lock();
 0)   8.532 us    |  }
