# tracer: function_graph
#
# CPU  DURATION                  FUNCTION CALLS
# |     |   |                     |   |   |   |
 1)   2.346 us    |    } /* mutex_lock */
 1)               |  do_syscall_64() {
 1)   0.182 us    |    mutex_lock();
 1)               |  /* mutex_stop */
 1)   0.192 us    |    mutex_unlock();
 1)   1.420 us    |  }
 1)               |  do_syscall_64() {
 1)   0.181 us    |    mutex_lock();
 1)               |  /* mutex_start */
 1)   0.179 us    |    mutex_unlock();
 1)   1.419 us    |  }
 1)               |  do_syscall_64() {
 1)   0.182 us    |    mutex_lock();
 1)               |  /* mutex_stop */
 1)   0.199 us    |    mutex_unlock();
 1)   1.468 us    |  }
 1)               |  do_syscall_64() {
 1)   0.184 us    |    mutex_lock();
 1)               |  /* mutex_start */
 1)   0.192 us    |    mutex_unlock();
 1)   1.448 us    |  }
 1)               |  do_syscall_64() {
 1)   0.182 us    |    mutex_lock();
 1)               |  /* mutex_stop */
 1)   0.177 us    |    mutex_unlock();
 1)   1.411 us    |  }
 1)               |  do_syscall_64() {
 1)   0.181 us    |    mutex_lock();
 1)               |  /* mutex_start */
 1)   0.179 us    |    mutex_unlock();
 1)   1.416 us    |  }
 1)               |  do_syscall_64() {
 1)   0.182 us    |    mutex_lock();
 1)               |  /* mutex_stop */
 1)   0.213 us    |    mutex_unlock();
 1)   1.576 us    |  }
 1)               |  do_syscall_64() {
 1)   0.183 us    |    mutex_lock();
 1)               |  /* mutex_start */
 1)   0.199 us    |    mutex_unlock();
 1)   1.474 us    |  }
 1)               |  do_syscall_64() {
 1)   0.181 us    |    mutex_lock();
 1)               |  /* mutex_stop */
 1)   0.201 us    |    mutex_unlock();
 1)   1.421 us    |  }
 1)               |  do_syscall_64() {
 1)   0.182 us    |    mutex_lock();
 1)               |  /* mutex_start */
 1)   0.178 us    |    mutex_unlock();
 1)   1.409 us    |  }
 1)               |  do_syscall_64() {
 1)   0.189 us    |    mutex_lock();
 1)               |  /* mutex_stop */
 1)   0.192 us    |    mutex_unlock();
 1)   1.475 us    |  }
 1)               |  do_syscall_64() {
 1)   0.182 us    |    mutex_lock();
 1)               |  /* mutex_start */
 1)   0.191 us    |    mutex_unlock();
 1)   1.462 us    |  }
 1)               |  do_syscall_64() {
 1)   0.182 us    |    mutex_lock();
 1)               |  /* mutex_stop */
 1)   0.200 us    |    mutex_unlock();
 1)   1.426 us    |  }
 1)               |  do_syscall_64() {
 1)   0.181 us    |    mutex_lock();
 1)               |  /* mutex_start */
 1)   0.192 us    |    mutex_unlock();
 1)   1.416 us    |  }
 1)               |  do_syscall_64() {
 1)   0.181 us    |    mutex_lock();
 1)               |  /* mutex_stop */
 1)   0.199 us    |    mutex_unlock();
 1)   1.465 us    |  }
 1)               |  do_syscall_64() {
 1)   0.188 us    |    mutex_lock();
 1)               |  /* mutex_start */
 1)   0.199 us    |    mutex_unlock();
 1)   1.472 us    |  }
 1)               |  do_syscall_64() {
 1)   0.182 us    |    mutex_lock();
 1)               |  /* mutex_stop */
 1)   0.192 us    |    mutex_unlock();
 1)   1.421 us    |  }
 1)               |  do_syscall_64() {
 1)   0.184 us    |    mutex_lock();
 1)               |  /* mutex_start */
 1)   0.178 us    |    mutex_unlock();
 1)   1.419 us    |  }
 1)               |  do_syscall_64() {
 1)   0.182 us    |    mutex_lock();
 1)               |  /* mutex_stop */
 1)   0.199 us    |    mutex_unlock();
 1)   1.466 us    |  }
 1)               |  do_syscall_64() {
 1)   0.181 us    |    mutex_lock();
 1)               |  /* mutex_start */
 1)   0.194 us    |    mutex_unlock();
 1)   1.468 us    |  }
 1)               |  do_syscall_64() {
 1)   0.181 us    |    mutex_lock();
 1)               |  /* mutex_stop */
 1)   0.192 us    |    mutex_unlock();
 1)   1.421 us    |  }
 1)               |  do_syscall_64() {
 1)   0.183 us    |    mutex_lock();
 1)               |  /* mutex_start */
 1)   0.178 us    |    mutex_unlock();
 1)   1.411 us    |  }
 1)               |  do_syscall_64() {
 1)   0.182 us    |    mutex_lock();
 1)               |  /* mutex_stop */
 1)   0.219 us    |    mutex_unlock();
 1)   1.471 us    |  }
 1)               |  do_syscall_64() {
 1)   0.181 us    |    mutex_lock();
 1)               |  /* mutex_start */
 1)   0.194 us    |    mutex_unlock();
 1)   1.481 us    |  }
 1)               |  do_syscall_64() {
 1)   0.182 us    |    mutex_lock();
 1)               |  /* mutex_stop */
 1)   0.201 us    |    mutex_unlock();
 1)   1.429 us    |  }
 1)               |  do_syscall_64() {
 1)   0.184 us    |    mutex_lock();
 1)               |  /* mutex_start */
 1)   0.193 us    |    mutex_unlock();
 1)   1.424 us    |  }
 1)               |  do_syscall_64() {
 1)   0.181 us    |    mutex_lock();
 1)               |  /* mutex_stop */
 1)   0.200 us    |    mutex_unlock();
 1)   1.466 us    |  }
 1)               |  do_syscall_64() {
 1)   0.182 us    |    mutex_lock();
 1)               |  /* mutex_start */
 1)   0.192 us    |    mutex_unlock();
 1)   1.471 us    |  }
 1)               |  do_syscall_64() {
 1)   0.188 us    |    mutex_lock();
 1)               |  /* mutex_stop */
 1)   0.194 us    |    mutex_unlock();
 1)   1.420 us    |  }
 1)               |  do_syscall_64() {
 1)   0.183 us    |    mutex_lock();
 1)               |  /* mutex_start */
 1)   0.223 us    |    mutex_unlock();
 1)   1.419 us    |  }
 1)               |  do_syscall_64() {
 1)   0.181 us    |    mutex_lock();
 1)               |  /* mutex_stop */
 1)   0.193 us    |    mutex_unlock();
 1)   1.465 us    |  }
 1)               |  do_syscall_64() {
 1)   0.182 us    |    mutex_lock();
 1)               |  /* mutex_start */
 1)   0.194 us    |    mutex_unlock();
 1)   1.456 us    |  }
 1)               |  do_syscall_64() {
 1)   0.182 us    |    mutex_lock();
 1)               |  /* mutex_stop */
 1)   0.194 us    |    mutex_unlock();
 1)   1.426 us    |  }
 1)               |  do_syscall_64() {
 1)   0.182 us    |    mutex_lock();
 1)               |  /* mutex_start */
 1)   0.172 us    |    mutex_unlock();
 1)   1.409 us    |  }
 1)               |  do_syscall_64() {
 1)   0.182 us    |    mutex_lock();
 1)               |  /* mutex_stop */
 1)   0.193 us    |    mutex_unlock();
 1)   1.461 us    |  }
 1)               |  do_syscall_64() {
 1)   0.183 us    |    mutex_lock();
 1)               |  /* mutex_start */
 1)   0.201 us    |    mutex_unlock();
 1)   1.472 us    |  }
 1)               |  do_syscall_64() {
 1)   0.182 us    |    mutex_lock();
 1)               |  /* mutex_stop */
 1)   0.178 us    |    mutex_unlock();
 1)   1.419 us    |  }
 1)               |  do_syscall_64() {
 1)   0.181 us    |    mutex_lock();
 1)               |  /* mutex_start */
 1)   0.179 us    |    mutex_unlock();
 1)   1.410 us    |  }
 1)               |  do_syscall_64() {
 1)   0.182 us    |    mutex_lock();
 1)               |  /* mutex_stop */
 1)   0.193 us    |    mutex_unlock();
 1)   1.448 us    |  }
 1)               |  do_syscall_64() {
 1)   0.296 us    |    mutex_lock();
 1)               |  /* mutex_start */
 1)   0.191 us    |    mutex_unlock();
 1)   1.597 us    |  }
 1)               |  do_syscall_64() {
 1)   0.183 us    |    mutex_lock();
 1)               |  /* mutex_stop */
 1)   0.192 us    |    mutex_unlock();
 1)   1.420 us    |  }
 1)               |  do_syscall_64() {
 1)   0.185 us    |    mutex_lock();
 1)               |  /* mutex_start */
 1)   0.202 us    |    mutex_unlock();
 1)   1.410 us    |  }
 1)               |  do_syscall_64() {
 1)   0.183 us    |    mutex_lock();
 1)               |  /* mutex_stop */
 1)   0.198 us    |    mutex_unlock();
 1)   1.468 us    |  }
 1)               |  do_syscall_64() {
 1)   0.183 us    |    mutex_lock();
 1)               |  /* mutex_start */
 1)   0.192 us    |    mutex_unlock();
 1)   1.466 us    |  }
 1)               |  do_syscall_64() {
 1)   0.188 us    |    mutex_lock();
 1)               |  /* mutex_stop */
 1)   0.192 us    |    mutex_unlock();
 1)   1.419 us    |  }
 1)               |  do_syscall_64() {
 1)   0.183 us    |    mutex_lock();
 1)               |  /* mutex_start */
 1)   0.206 us    |    mutex_unlock();
 1)   1.411 us    |  }
 1)               |  do_syscall_64() {
 1)   0.182 us    |    mutex_lock();
 1)               |  /* mutex_stop */
 1)   0.195 us    |    mutex_unlock();
 1)   1.466 us    |  }
 1)               |  do_syscall_64() {
 1)   0.182 us    |    mutex_lock();
 1)               |  /* mutex_start */
 1)   0.194 us    |    mutex_unlock();
 1)   1.469 us    |  }
 1)               |  do_syscall_64() {
 1)   0.189 us    |    mutex_lock();
 1)               |  /* mutex_stop */
 1)   0.192 us    |    mutex_unlock();
 1)   1.419 us    |  }
 1)               |  do_syscall_64() {
 1)   0.183 us    |    mutex_lock();
 1)               |  /* mutex_start */
 1)   0.200 us    |    mutex_unlock();
 1)   1.396 us    |  }
 1)               |  do_syscall_64() {
 1)   0.189 us    |    mutex_lock();
 1)               |  /* mutex_stop */
 1)   0.201 us    |    mutex_unlock();
 1)   1.470 us    |  }
 1)               |  do_syscall_64() {
 1)   0.182 us    |    mutex_lock();
 1)               |  /* mutex_start */
 1)   0.199 us    |    mutex_unlock();
 1)   1.466 us    |  }
 1)               |  do_syscall_64() {
 1)   0.183 us    |    mutex_lock();
 1)               |  /* mutex_stop */
 1)   0.195 us    |    mutex_unlock();
 1)   1.438 us    |  }
 1)               |  do_syscall_64() {
 1)   0.182 us    |    mutex_lock();
 1)               |  /* mutex_start */
 1)   0.178 us    |    mutex_unlock();
 1)   1.412 us    |  }
 1)               |  do_syscall_64() {
 1)   0.182 us    |    mutex_lock();
 1)               |  /* mutex_stop */
 1)   0.193 us    |    mutex_unlock();
 1)   1.464 us    |  }
 1)               |  do_syscall_64() {
 1)   0.183 us    |    mutex_lock();
 1)               |  /* mutex_start */
 1)   0.191 us    |    mutex_unlock();
 1)   1.571 us    |  }
 1)               |  do_syscall_64() {
 1)   0.182 us    |    mutex_lock();
 1)               |  /* mutex_stop */
 1)   0.194 us    |    mutex_unlock();
 1)   1.423 us    |  }
 1)               |  do_syscall_64() {
 1)   0.182 us    |    mutex_lock();
 1)               |  /* mutex_start */
 1)   0.213 us    |    mutex_unlock();
 1)   1.414 us    |  }
 1)               |  do_syscall_64() {
 1)   0.183 us    |    mutex_lock();
 1)               |  /* mutex_stop */
 1)   0.193 us    |    mutex_unlock();
 1)   1.459 us    |  }
 1)               |  do_syscall_64() {
 1)   0.181 us    |    mutex_lock();
 1)               |  /* mutex_start */
 1)   0.191 us    |    mutex_unlock();
 1)   1.467 us    |  }
 1)               |  do_syscall_64() {
 1)   0.181 us    |    mutex_lock();
 1)               |  /* mutex_stop */
 1)   0.200 us    |    mutex_unlock();
 1)   1.429 us    |  }
 1)               |  do_syscall_64() {
 1)   0.190 us    |    mutex_lock();
 1)               |  /* mutex_start */
 1)   0.211 us    |    mutex_unlock();
 1)   1.414 us    |  }
 1)               |  do_syscall_64() {
 1)   0.182 us    |    mutex_lock();
 1)               |  /* mutex_stop */
 1)   0.199 us    |    mutex_unlock();
 1)   1.464 us    |  }
 1)               |  do_syscall_64() {
 1)   0.182 us    |    mutex_lock();
 1)               |  /* mutex_start */
 1)   0.199 us    |    mutex_unlock();
 1)   1.468 us    |  }
 1)               |  do_syscall_64() {
 1)   0.182 us    |    mutex_lock();
 1)               |  /* mutex_stop */
 1)   0.199 us    |    mutex_unlock();
 1)   1.420 us    |  }
 1)               |  do_syscall_64() {
 1)   0.183 us    |    mutex_lock();
 1)               |  /* mutex_start */
 1)   0.215 us    |    mutex_unlock();
 1)   1.425 us    |  }
 1)               |  do_syscall_64() {
 1)   0.182 us    |    mutex_lock();
 1)               |  /* mutex_stop */
 1)   0.199 us    |    mutex_unlock();
 1)   1.465 us    |  }
 1)               |  do_syscall_64() {
 1)   0.182 us    |    mutex_lock();
 1)               |  /* mutex_start */
 1)   0.201 us    |    mutex_unlock();
 1)   1.469 us    |  }
 1)               |  do_syscall_64() {
 1)   0.184 us    |    mutex_lock();
 1)               |  /* mutex_stop */
 1)   0.194 us    |    mutex_unlock();
 1)   1.406 us    |  }
 1)               |  do_syscall_64() {
 1)   0.182 us    |    mutex_lock();
 1)               |  /* mutex_start */
 1)   0.179 us    |    mutex_unlock();
 1)   1.410 us    |  }
 1)               |  do_syscall_64() {
 1)   0.182 us    |    mutex_lock();
 1)               |  /* mutex_stop */
 1)   0.216 us    |    mutex_unlock();
 1)   1.467 us    |  }
 1)               |  do_syscall_64() {
 1)   0.182 us    |    mutex_lock();
 1)               |  /* mutex_start */
 1)   0.178 us    |    mutex_unlock();
 1)   1.547 us    |  }
 1)               |  do_syscall_64() {
 1)   0.182 us    |    mutex_lock();
 1)               |  /* mutex_stop */
 1)   0.194 us    |    mutex_unlock();
 1)   1.471 us    |  }
 1)               |  do_syscall_64() {
 1)   0.182 us    |    mutex_lock();
 1)               |  /* mutex_start */
 1)   0.193 us    |    mutex_unlock();
 1)   1.465 us    |  }
 1)               |  do_syscall_64() {
 1)   0.189 us    |    mutex_lock();
 1)               |  /* mutex_stop */
 1)   0.193 us    |    mutex_unlock();
 1)   1.420 us    |  }
 1)               |  do_syscall_64() {
 1)   0.183 us    |    mutex_lock();
 1)               |  /* mutex_start */
 1)   0.199 us    |    mutex_unlock();
 1)   1.419 us    |  }
 1)               |  do_syscall_64() {
 1)   0.181 us    |    mutex_lock();
 1)               |  /* mutex_stop */
 1)   0.192 us    |    mutex_unlock();
 1)   1.469 us    |  }
 1)               |  do_syscall_64() {
 1)   0.190 us    |    mutex_lock();
 1)               |  /* mutex_start */
 1)   0.201 us    |    mutex_unlock();
 1)   1.463 us    |  }
 1)               |  do_syscall_64() {
 1)   0.183 us    |    mutex_lock();
 1)               |  /* mutex_stop */
 1)   0.199 us    |    mutex_unlock();
 1)   1.427 us    |  }
 1)               |  do_syscall_64() {
 1)   0.189 us    |    mutex_lock();
 1)               |  /* mutex_start */
 1)   0.191 us    |    mutex_unlock();
 1)   1.416 us    |  }
 1)               |  do_syscall_64() {
 1)   0.189 us    |    mutex_lock();
 1)               |  /* mutex_stop */
 1)   0.200 us    |    mutex_unlock();
 1)   1.467 us    |  }
 1)               |  do_syscall_64() {
 1)   0.182 us    |    mutex_lock();
 1)               |  /* mutex_start */
 1)   0.192 us    |    mutex_unlock();
 1)   1.469 us    |  }
 1)               |  do_syscall_64() {
 1)   0.182 us    |    mutex_lock();
 1)               |  /* mutex_stop */
 1)   0.192 us    |    mutex_unlock();
 1)   1.420 us    |  }
 1)               |  do_syscall_64() {
 1)   0.181 us    |    mutex_lock();
 1)               |  /* mutex_start */
 1)   0.199 us    |    mutex_unlock();
 1)   1.398 us    |  }
 1)               |  do_syscall_64() {
 1)   0.182 us    |    mutex_lock();
 1)               |  /* mutex_stop */
 1)   0.193 us    |    mutex_unlock();
 1)   1.465 us    |  }
 1)               |  do_syscall_64() {
 1)   0.181 us    |    mutex_lock();
 1)               |  /* mutex_start */
 1)   0.177 us    |    mutex_unlock();
 1)   1.452 us    |  }
 1)               |  do_syscall_64() {
 1)   0.181 us    |    mutex_lock();
 1)               |  /* mutex_stop */
 1)   0.209 us    |    mutex_unlock();
 1)   1.412 us    |  }
 1)               |  do_syscall_64() {
 1)   0.182 us    |    mutex_lock();
 1)               |  /* mutex_start */
 1)   0.179 us    |    mutex_unlock();
 1)   1.412 us    |  }
 1)               |  do_syscall_64() {
 1)   0.182 us    |    mutex_lock();
 1)               |  /* mutex_stop */
 1)   0.202 us    |    mutex_unlock();
 1)   1.473 us    |  }
 1)               |  do_syscall_64() {
 1)   0.183 us    |    mutex_lock();
 1)               |  /* mutex_start */
 1)   0.194 us    |    mutex_unlock();
 1)   1.468 us    |  }
 1)               |  do_syscall_64() {
 1)   0.182 us    |    mutex_lock();
 1)               |  /* mutex_stop */
 1)   0.192 us    |    mutex_unlock();
 1)   1.429 us    |  }
 1)               |  do_syscall_64() {
 1)   0.184 us    |    mutex_lock();
 1)               |  /* mutex_start */
 1)   0.198 us    |    mutex_unlock();
 1)   1.417 us    |  }
 1)               |  do_syscall_64() {
 1)   0.181 us    |    mutex_lock();
 1)               |  /* mutex_stop */
 1)   0.199 us    |    mutex_unlock();
 1)   1.464 us    |  }
 1)               |  do_syscall_64() {
 1)   0.182 us    |    mutex_lock();
 1)               |  /* mutex_start */
 1)   0.199 us    |    mutex_unlock();
 1)   1.471 us    |  }
 1)               |  do_syscall_64() {
 1)   0.182 us    |    mutex_lock();
 1)               |  /* mutex_stop */
 1)   0.201 us    |    mutex_unlock();
 1)   1.420 us    |  }
 1)               |  do_syscall_64() {
 1)   0.181 us    |    mutex_lock();
 1)               |  /* mutex_start */
 1)   0.198 us    |    mutex_unlock();
 1)   1.424 us    |  }
 1)               |  do_syscall_64() {
 1)   0.183 us    |    mutex_lock();
 1)               |  /* mutex_stop */
 1)   0.192 us    |    mutex_unlock();
 1)   1.456 us    |  }
 1)               |  do_syscall_64() {
 1)   0.182 us    |    mutex_lock();
 1)               |  /* mutex_start */
 1)   0.191 us    |    mutex_unlock();
 1)   1.467 us    |  }
 1)               |  do_syscall_64() {
 1)   0.189 us    |    mutex_lock();
 1)               |  /* mutex_stop */
 1)   0.192 us    |    mutex_unlock();
 1)   1.419 us    |  }
 1)               |  do_syscall_64() {
 1)   0.182 us    |    mutex_lock();
 1)               |  /* mutex_start */
 1)   0.200 us    |    mutex_unlock();
 1)   1.395 us    |  }
 1)               |  do_syscall_64() {
 1)   0.182 us    |    mutex_lock();
 1)               |  /* mutex_stop */
 1)   0.201 us    |    mutex_unlock();
 1)   1.469 us    |  }
 1)               |  do_syscall_64() {
 1)   0.182 us    |    mutex_lock();
 1)               |  /* mutex_start */
 1)   0.179 us    |    mutex_unlock();
 1)   1.457 us    |  }
 1)               |  do_syscall_64() {
 1)   0.181 us    |    mutex_lock();
 1)               |  /* mutex_stop */
 1)   0.180 us    |    mutex_unlock();
 1)   1.423 us    |  }
 1)               |  do_syscall_64() {
 1)   0.182 us    |    mutex_lock();
 1)               |  /* mutex_start */
 1)   0.171 us    |    mutex_unlock();
 1)   1.435 us    |  }
 1)               |  do_syscall_64() {
 1)   0.281 us    |    mutex_lock();
 1)               |  /* mutex_stop */
 1)   0.197 us    |    mutex_unlock();
 1)   1.579 us    |  }
 1)               |  do_syscall_64() {
 1)   0.183 us    |    mutex_lock();
 1)               |  /* mutex_start */
 1)   0.192 us    |    mutex_unlock();
 1)   1.468 us    |  }
 1)               |  do_syscall_64() {
 1)   0.183 us    |    mutex_lock();
 1)               |  /* mutex_stop */
 1)   0.194 us    |    mutex_unlock();
 1)   1.425 us    |  }
 1)               |  do_syscall_64() {
 1)   0.182 us    |    mutex_lock();
 1)               |  /* mutex_start */
 1)   0.178 us    |    mutex_unlock();
 1)   1.409 us    |  }
 1)               |  do_syscall_64() {
 1)   0.184 us    |    mutex_lock();
 1)               |  /* mutex_stop */
 1)   0.199 us    |    mutex_unlock();
 1)   1.474 us    |  }
 1)               |  do_syscall_64() {
 1)   0.185 us    |    mutex_lock();
 1)               |  /* mutex_start */
 1)   0.199 us    |    mutex_unlock();
 1)   1.467 us    |  }
 1)               |  do_syscall_64() {
 1)   0.182 us    |    mutex_lock();
 1)               |  /* mutex_stop */
 1)   0.197 us    |    mutex_unlock();
 1)   1.421 us    |  }
 1)               |  do_syscall_64() {
 1)   0.182 us    |    mutex_lock();
 1)               |  /* mutex_start */
 1)   0.178 us    |    mutex_unlock();
 1)   1.409 us    |  }
 1)               |  do_syscall_64() {
 1)   0.182 us    |    mutex_lock();
 1)               |  /* mutex_stop */
 1)   0.200 us    |    mutex_unlock();
 1)   1.467 us    |  }
 1)               |  do_syscall_64() {
 1)   0.190 us    |    mutex_lock();
 1)               |  /* mutex_start */
 1)   0.201 us    |    mutex_unlock();
 1)   1.472 us    |  }
 1)               |  do_syscall_64() {
 1)   0.183 us    |    mutex_lock();
 1)               |  /* mutex_stop */
 1)   0.191 us    |    mutex_unlock();
 1)   1.421 us    |  }
 1)               |  do_syscall_64() {
 1)   0.181 us    |    mutex_lock();
 1)               |  /* mutex_start */
 1)   0.179 us    |    mutex_unlock();
 1)   1.408 us    |  }
 1)               |  do_syscall_64() {
 1)   0.189 us    |    mutex_lock();
 1)               |  /* mutex_stop */
 1)   0.200 us    |    mutex_unlock();
 1)   1.467 us    |  }
 1)               |  do_syscall_64() {
 1)   0.182 us    |    mutex_lock();
 1)               |  /* mutex_start */
 1)   0.188 us    |    mutex_unlock();
 1)   1.462 us    |  }
 1)               |  do_syscall_64() {
 1)   0.182 us    |    mutex_lock();
 1)               |  /* mutex_stop */
 1)   0.177 us    |    mutex_unlock();
 1)   1.410 us    |  }
 1)               |  do_syscall_64() {
 1)   0.182 us    |    mutex_lock();
 1)               |  /* mutex_start */
 1)   0.171 us    |    mutex_unlock();
 1)   1.377 us    |  }
 1)               |  do_syscall_64() {
 1)   0.183 us    |    mutex_lock();
 1)               |  /* mutex_stop */
 1)   0.198 us    |    mutex_unlock();
 1)   1.547 us    |  }
 1)               |  do_syscall_64() {
 1)   0.184 us    |    mutex_lock();
 1)               |  /* mutex_start */
 1)   0.180 us    |    mutex_unlock();
 1)   1.460 us    |  }
 1)               |  do_syscall_64() {
 1)   0.183 us    |    mutex_lock();
 1)               |  /* mutex_stop */
 1)   0.193 us    |    mutex_unlock();
 1)   1.420 us    |  }
 1)               |  do_syscall_64() {
 1)   0.181 us    |    mutex_lock();
 1)               |  /* mutex_start */
 1)   0.179 us    |    mutex_unlock();
 1)   1.408 us    |  }
 1)               |  do_syscall_64() {
 1)   0.183 us    |    mutex_lock();
 1)               |  /* mutex_stop */
 1)   0.178 us    |    mutex_unlock();
 1)   1.458 us    |  }
 1)               |  do_syscall_64() {
 1)   0.182 us    |    mutex_lock();
 1)               |  /* mutex_start */
 1)   0.179 us    |    mutex_unlock();
 1)   1.449 us    |  }
 1)               |  do_syscall_64() {
 1)   0.182 us    |    mutex_lock();
 1)               |  /* mutex_stop */
 1)   0.179 us    |    mutex_unlock();
 1)   1.411 us    |  }
 1)               |  do_syscall_64() {
 1)   0.181 us    |    mutex_lock();
 1)               |  /* mutex_start */
 1)   0.179 us    |    mutex_unlock();
 1)   1.408 us    |  }
 1)               |  do_syscall_64() {
 1)   0.183 us    |    mutex_lock();
 1)               |  /* mutex_stop */
 1)   0.180 us    |    mutex_unlock();
 1)   1.462 us    |  }
 1)               |  do_syscall_64() {
 1)   0.182 us    |    mutex_lock();
 1)               |  /* mutex_start */
 1)   0.171 us    |    mutex_unlock();
 1)   1.458 us    |  }
 1)               |  do_syscall_64() {
 1)   0.183 us    |    mutex_lock();
 1)               |  /* mutex_stop */
 1)   0.179 us    |    mutex_unlock();
 1)   1.411 us    |  }
 1)               |  do_syscall_64() {
 1)   0.182 us    |    mutex_lock();
 1)               |  /* mutex_start */
 1)   0.179 us    |    mutex_unlock();
 1)   1.411 us    |  }
 1)               |  do_syscall_64() {
 1)   0.182 us    |    mutex_lock();
 1)               |  /* mutex_stop */
 1)   0.179 us    |    mutex_unlock();
 1)   1.456 us    |  }
 1)               |  do_syscall_64() {
 1)   0.183 us    |    mutex_lock();
 1)               |  /* mutex_start */
 1)   0.179 us    |    mutex_unlock();
 1)   1.454 us    |  }
 1)               |  do_syscall_64() {
 1)   0.182 us    |    mutex_lock();
 1)               |  /* mutex_stop */
 1)   0.178 us    |    mutex_unlock();
 1)   1.413 us    |  }
 1)               |  do_syscall_64() {
 1)   0.182 us    |    mutex_lock();
 1)               |  /* mutex_start */
 1)   0.177 us    |    mutex_unlock();
 1)   1.443 us    |  }
 1)               |  do_syscall_64() {
 1)   0.182 us    |    mutex_lock();
 1)               |  /* mutex_stop */
 1)   0.179 us    |    mutex_unlock();
 1)   1.548 us    |  }
 1)               |  do_syscall_64() {
 1)   0.183 us    |    mutex_lock();
 1)               |  /* mutex_start */
 1)   0.178 us    |    mutex_unlock();
 1)   1.459 us    |  }
 1)               |  do_syscall_64() {
 1)   0.182 us    |    mutex_lock();
 1)               |  /* mutex_stop */
 1)   0.197 us    |    mutex_unlock();
 1)   1.407 us    |  }
 1)               |  do_syscall_64() {
 1)   0.182 us    |    mutex_lock();
 1)               |  /* mutex_start */
 1)   0.171 us    |    mutex_unlock();
 1)   1.410 us    |  }
 1)               |  do_syscall_64() {
 1)   0.183 us    |    mutex_lock();
 1)               |  /* mutex_stop */
 1)   0.193 us    |    mutex_unlock();
 1)   1.442 us    |  }
 1)               |  do_syscall_64() {
 1)   0.182 us    |    mutex_lock();
 1)               |  /* mutex_start */
 1)   0.178 us    |    mutex_unlock();
 1)   1.461 us    |  }
 1)               |  do_syscall_64() {
 1)   0.182 us    |    mutex_lock();
 1)               |  /* mutex_stop */
 1)   0.199 us    |    mutex_unlock();
 1)   1.434 us    |  }
 1)               |  do_syscall_64() {
 1)   0.183 us    |    mutex_lock();
 1)               |  /* mutex_start */
 1)   0.178 us    |    mutex_unlock();
 1)   1.412 us    |  }
 1)               |  do_syscall_64() {
 1)   0.181 us    |    mutex_lock();
 1)               |  /* mutex_stop */
 1)   0.199 us    |    mutex_unlock();
 1)   1.463 us    |  }
 1)               |  do_syscall_64() {
 1)   0.182 us    |    mutex_lock();
 1)               |  /* mutex_start */
 1)   0.203 us    |    mutex_unlock();
 1)   1.455 us    |  }
 1)               |  do_syscall_64() {
 1)   0.181 us    |    mutex_lock();
 1)               |  /* mutex_stop */
 1)   0.200 us    |    mutex_unlock();
 1)   1.426 us    |  }
 1)               |  do_syscall_64() {
 1)   0.183 us    |    mutex_lock();
 1)               |  /* mutex_start */
 1)   0.171 us    |    mutex_unlock();
 1)   1.408 us    |  }
 1)               |  do_syscall_64() {
 1)   0.183 us    |    mutex_lock();
 1)               |  /* mutex_stop */
 1)   0.194 us    |    mutex_unlock();
 1)   1.459 us    |  }
 1)               |  do_syscall_64() {
 1)   0.183 us    |    mutex_lock();
 1)               |  /* mutex_start */
 1)   0.206 us    |    mutex_unlock();
 1)   1.447 us    |  }
 1)               |  do_syscall_64() {
 1)   0.182 us    |    mutex_lock();
 1)               |  /* mutex_stop */
 1)   0.178 us    |    mutex_unlock();
 1)   1.411 us    |  }
 1)               |  do_syscall_64() {
 1)   0.181 us    |    mutex_lock();
 1)               |  /* mutex_start */
 1)   0.179 us    |    mutex_unlock();
 1)   1.379 us    |  }
 1)               |  do_syscall_64() {
 1)   0.182 us    |    mutex_lock();
 1)               |  /* mutex_stop */
 1)   0.179 us    |    mutex_unlock();
 1)   1.453 us    |  }
 1)               |  do_syscall_64() {
 1)   0.183 us    |    mutex_lock();
 1)               |  /* mutex_start */
 1)   0.198 us    |    mutex_unlock();
 1)   1.449 us    |  }
 1)               |  do_syscall_64() {
 1)   0.182 us    |    mutex_lock();
 1)               |  /* mutex_stop */
 1)   0.196 us    |    mutex_unlock();
 1)   1.422 us    |  }
 1)               |  do_syscall_64() {
 1)   0.182 us    |    mutex_lock();
 1)               |  /* mutex_start */
 1)   0.178 us    |    mutex_unlock();
 1)   1.413 us    |  }
 1)               |  do_syscall_64() {
 1)   0.182 us    |    mutex_lock();
 1)               |  /* mutex_stop */
 1)   0.193 us    |    mutex_unlock();
 1)   1.481 us    |  }
 1)               |  do_syscall_64() {
 1)   0.190 us    |    mutex_lock();
 1)               |  /* mutex_start */
 1)   0.201 us    |    mutex_unlock();
 1)   1.464 us    |  }
 1)               |  do_syscall_64() {
 1)   0.183 us    |    mutex_lock();
 1)               |  /* mutex_stop */
 1)   0.201 us    |    mutex_unlock();
 1)   1.431 us    |  }
 1)               |  do_syscall_64() {
 1)   0.181 us    |    mutex_lock();
 1)               |  /* mutex_start */
 1)   0.179 us    |    mutex_unlock();
 1)   1.412 us    |  }
 1)               |  do_syscall_64() {
 1)   0.183 us    |    mutex_lock();
 1)               |  /* mutex_stop */
 1)   0.199 us    |    mutex_unlock();
 1)   1.469 us    |  }
